Date,Dealer Code,Daily Sales ($),Prior MTD ($),Current MTD ($),YoY MTD ($),YoY MTD (%)
2024-05-28,D030,4107,70421,74528,70979,5
2024-05-28,D030,4890,93397,98287,99276,-1
2024-06-03,D030,6494,83672,90166,91897,-1.88
2024-06-10,D030,3429,68021,71450,67214,6.3
2024-06-14,D030,5690,90091,95781,95526,0.27
2024-06-14,D030,3946,62342,66288,61478,7.82
2024-06-20,D030,3308,81625,84933,87591,-3.03
2024-06-21,D030,6411,91756,98167,95542,2.75
2024-06-21,D030,5015,87019,92034,91046,1.09
2024-06-24,D030,5821,87006,92827,92567,0.28
2024-06-25,D030,5050,94460,99510,101345,-1.81
2024-07-09,D030,4026,79692,83718,79064,5.89
2024-07-13,D030,6285,65728,72013,68016,5.88
2024-07-22,D030,3649,93307,96956,95466,1.56
2024-07-24,D030,5357,66650,72007,73569,-2.12
2024-07-27,D030,3637,80954,84591,81032,4.39
2024-07-31,D030,3158,50956,54114,55043,-1.69
2024-07-31,D030,6243,77935,84178,79576,5.78
2024-08-03,D030,6615,70270,76885,73654,4.39
2024-08-07,D030,5010,78457,83467,81521,2.39
2024-08-12,D030,6884,85645,92529,89947,2.87
2024-08-13,D030,4076,57083,61159,58173,5.13
2024-08-13,D030,3209,61659,64868,66938,-3.09
2024-08-17,D030,3657,81601,85258,82942,2.79
2024-08-18,D030,5796,51678,57474,57232,0.42
2024-08-19,D030,3900,62875,66775,67281,-0.75
2024-08-25,D030,3957,79124,83081,80758,2.88
2024-08-29,D030,6322,79548,85870,83746,2.54
2024-08-31,D030,3273,71435,74708,75061,-0.47
2024-09-02,D030,6693,66482,73175,73887,-0.96
2024-09-03,D030,6177,93088,99265,100085,-0.82
2024-09-10,D030,6701,85525,92226,91306,1.01
2024-09-11,D030,3513,88893,92406,87532,5.57
2024-09-14,D030,3712,94398,98110,93173,5.3
2024-09-23,D030,5011,89019,94030,92091,2.11
2024-09-29,D030,6952,64397,71349,73754,-3.26
2024-09-29,D030,3826,98521,102347,99361,3.01
2024-10-04,D030,6274,56411,62685,59320,5.67
2024-10-07,D030,5971,84785,90756,86352,5.1
2024-10-08,D030,6215,94748,100963,97269,3.8
2024-11-02,D030,3160,67809,70969,70308,0.94
2024-11-04,D030,3439,75654,79093,76666,3.17
2024-11-08,D030,5355,85464,90819,92102,-1.39
2024-11-18,D030,5011,75760,80771,80978,-0.26
2024-11-19,D030,3145,97037,100182,98794,1.4
2024-11-26,D030,5664,79075,84739,85184,-0.52
2024-11-26,D030,6517,60589,67106,64380,4.23
2024-11-28,D030,6811,78756,85567,87883,-2.64
2024-11-30,D030,6107,98171,104278,102004,2.23
2024-12-08,D030,6264,52728,58992,61077,-3.41
2024-12-09,D030,3083,89351,92434,91692,0.81
2024-12-12,D030,6920,53574,60494,59765,1.22
2024-12-14,D030,3531,61552,65083,62475,4.17
2024-12-18,D030,6863,88157,95020,94657,0.38
2024-12-28,D030,6251,57076,63327,65256,-2.96
2024-12-28,D030,5614,70236,75850,73391,3.35
2024-01-01,D031,4396,94597,98993,98663,0.33
2024-01-06,D031,6393,91427,97820,94969,3
2024-01-08,D031,3899,95415,99314,99367,-0.05
2024-01-10,D031,6185,81819,88004,84185,4.54
2024-01-13,D031,6929,64219,71148,72531,-1.91
2024-01-17,D031,3116,79654,82770,79294,4.38
2024-01-19,D031,4171,74022,78193,78655,-0.59
2024-01-21,D031,6161,78967,85128,85969,-0.98
2024-01-23,D031,3425,90329,93754,94035,-0.3
2024-02-02,D031,5670,75745,81415,79427,2.5
2024-02-04,D031,4728,63767,68495,67836,0.97
2024-02-09,D031,3228,60787,64015,66096,-3.15
2024-02-10,D031,5973,57637,63610,65950,-3.55
2024-02-13,D031,6486,90633,97119,96193,0.96
2024-02-14,D031,5696,93241,98937,100882,-1.93
2024-02-16,D031,6717,66491,73208,73577,-0.5
2024-02-21,D031,5904,92571,98475,100579,-2.09
2024-02-25,D031,4486,75032,79518,77440,2.68
2024-02-28,D031,5539,87376,92915,92201,0.77
2024-02-28,D031,6641,54747,61388,62165,-1.25
2024-03-04,D031,3767,83327,87094,82648,5.38
2024-03-06,D031,3879,74643,78522,80306,-2.22
2024-03-09,D031,6234,90430,96664,92114,4.94
2024-03-14,D031,6602,61419,68021,69149,-1.63
2024-03-20,D031,6102,87848,93950,89671,4.77
2024-03-20,D031,3745,92679,96424,98997,-2.6
2024-03-21,D031,4518,97560,102078,100461,1.61
2024-03-25,D031,5463,77105,82568,83065,-0.6
2024-03-27,D031,3710,50869,54579,51500,5.98
2024-03-28,D031,4067,93285,97352,96598,0.78
2024-03-31,D031,5527,64908,70435,70930,-0.7
2024-04-01,D031,6093,60411,66504,63781,4.27
2024-04-10,D031,5724,85278,91002,89366,1.83
2024-04-16,D031,6159,52176,58335,56333,3.55
2024-04-16,D031,5143,58026,63169,58588,7.82
2024-04-17,D031,3210,60686,63896,62215,2.7
2024-04-20,D031,6707,82668,89375,85801,4.17
2024-04-26,D031,3706,76201,79907,76074,5.04
2024-04-28,D031,3349,85732,89081,91395,-2.53
2024-04-29,D031,3178,81153,84331,85371,-1.22
2024-05-03,D031,4972,57670,62642,60875,2.9
2024-05-04,D031,5088,72394,77482,80229,-3.42
2024-05-04,D031,4133,90724,94857,90164,5.2
2024-06-02,D031,4937,67401,72338,72185,0.21
2024-06-03,D031,6855,63065,69920,68465,2.13
2024-06-04,D031,5225,61258,66483,63532,4.64
2024-06-04,D031,5107,57928,63035,58993,6.85
2024-06-05,D031,5088,88700,93788,94984,-1.26
2024-06-17,D031,6133,94380,100513,102048,-1.5
2024-06-25,D031,3456,89612,93068,93042,0.03
2024-06-29,D031,4697,80847,85544,85730,-0.22
2024-06-29,D031,3287,72337,75624,74342,1.72
2024-07-06,D031,3059,93922,96981,96093,0.92
2024-07-10,D031,5812,71029,76841,77780,-1.21
2024-07-16,D031,3602,58631,62233,64249,-3.14
2024-07-16,D031,3381,77312,80693,79337,1.71
2024-07-17,D031,3208,96290,99498,102460,-2.89
2024-07-17,D031,5258,54382,59640,56829,4.95
2024-07-19,D031,4642,60489,65131,60555,7.56
2024-07-20,D031,5079,87306,92385,89080,3.71
2024-07-23,D031,6573,52978,59551,60104,-0.92
2024-07-24,D031,3709,93403,97112,99201,-2.11
2024-07-26,D031,4137,77103,81240,80123,1.39
2024-08-04,D031,6316,67743,74059,73285,1.06
2024-08-06,D031,5059,73341,78400,77914,0.62
2024-08-09,D031,5050,87853,92903,90266,2.92
2024-08-12,D031,4781,87443,92224,93747,-1.62
2024-08-19,D031,6865,76140,83005,84787,-2.1
2024-08-23,D031,4688,50467,55155,55539,-0.69
2024-08-26,D031,3926,94398,98324,96037,2.38
2024-08-28,D031,6065,81897,87962,89153,-1.34
2024-08-31,D031,3958,51130,55088,56675,-2.8
2024-09-06,D031,4939,92578,97517,99254,-1.75
2024-09-06,D031,6730,85257,91987,93356,-1.47
2024-09-08,D031,5042,54598,59640,60618,-1.61
2024-09-10,D031,4185,66198,70383,68356,2.97
2024-09-15,D031,6856,63500,70356,73051,-3.69
2024-09-16,D031,3420,63840,67260,66638,0.93
2024-09-21,D031,5311,58301,63612,62626,1.57
2024-09-21,D031,6539,51225,57764,56760,1.77
2024-09-23,D031,4653,66015,70668,68680,2.89
2024-09-26,D031,5880,75709,81589,78110,4.45
2024-09-28,D031,4006,64024,68030,67809,0.33
2024-09-29,D031,5696,62012,67708,64212,5.44
2024-10-05,D031,4431,88392,92823,88362,5.05
2024-10-05,D031,4420,66720,71140,72473,-1.84
2024-10-11,D031,5665,92719,98384,94968,3.6
2024-10-15,D031,4485,94111,98596,93906,4.99
2024-10-16,D031,3849,57927,61776,60327,2.4
2024-10-19,D031,4710,89770,94480,96599,-2.19
2024-10-19,D031,4358,63107,67465,66391,1.62
2024-10-20,D031,5441,53569,59010,60768,-2.89
2024-10-24,D031,4634,66646,71280,68397,4.22
2024-11-03,D031,6516,69751,76267,73470,3.81
2024-11-08,D031,4462,60345,64807,61483,5.41
2024-11-11,D031,5810,86153,91963,88907,3.44
2024-11-13,D031,6938,60588,67526,70084,-3.65
2024-11-17,D031,3785,77881,81666,80031,2.04
2024-11-21,D031,4780,69924,74704,73007,2.32
2024-11-21,D031,3073,87621,90694,91753,-1.15
2024-11-25,D031,5034,78887,83921,86197,-2.64
2024-11-29,D031,3564,59770,63334,62585,1.2
2024-12-02,D031,5776,84364,90140,92661,-2.72
2024-12-07,D031,4442,84421,88863,89361,-0.56
2024-12-14,D031,4278,62100,66378,61509,7.92
2024-12-17,D031,6860,71009,77869,75562,3.05
2024-12-21,D031,6775,60258,67033,69602,-3.69
2024-12-22,D031,4082,53424,57506,53428,7.63
2024-12-26,D031,4548,96996,101544,104177,-2.53
2024-01-07,D032,3268,62925,66193,62575,5.78
2024-01-08,D032,4758,50868,55626,56563,-1.66
2024-01-10,D032,4110,65510,69620,67537,3.08
2024-01-11,D032,3105,67153,70258,71249,-1.39
2024-01-20,D032,5488,52785,58273,55208,5.55
2024-01-26,D032,3453,59896,63349,60907,4.01
2024-02-02,D032,4796,59711,64507,65589,-1.65
2024-02-05,D032,6953,77684,84637,84582,0.07
2024-02-06,D032,6851,86208,93059,92293,0.83
2024-02-11,D032,4320,95004,99324,97998,1.35
2024-02-12,D032,5311,55122,60433,61773,-2.17
2024-02-14,D032,6881,65668,72549,73136,-0.8
2024-02-18,D032,3463,64691,68154,64161,6.22
2024-02-24,D032,6935,98516,105451,106880,-1.34
2024-02-25,D032,3790,57440,61230,61719,-0.79
2024-03-02,D032,6877,60744,67621,66287,2.01
2024-03-10,D032,6070,62982,69052,64123,7.69
2024-03-12,D032,6139,98447,104586,106981,-2.24
2024-03-14,D032,6081,74035,80116,77541,3.32
2024-03-19,D032,3459,97164,100623,101207,-0.58
2024-03-24,D032,4137,57902,62039,60044,3.32
2024-03-24,D032,3739,77946,81685,80866,1.01
2024-03-26,D032,4039,65063,69102,67379,2.56
2024-03-27,D032,5087,83952,89039,89289,-0.28
2024-03-27,D032,5148,91991,97139,95199,2.04
2024-03-29,D032,6393,55543,61936,57696,7.35
2024-04-02,D032,5566,67665,73231,73331,-0.14
2024-04-05,D032,4495,53304,57799,57036,1.34
2024-04-07,D032,3042,68300,71342,72968,-2.23
2024-04-12,D032,5939,79841,85780,86877,-1.26
2024-04-18,D032,6556,78535,85091,80568,5.61
2024-04-27,D032,6879,95246,102125,99259,2.89
2024-04-28,D032,6445,70753,77198,76257,1.23
2024-05-03,D032,4971,62631,67602,68728,-1.64
2024-05-08,D032,3056,95301,98357,101214,-2.82
2024-05-15,D032,3759,57014,60773,60361,0.68
2024-05-16,D032,3358,79425,82783,80085,3.37
2024-05-18,D032,4299,59268,63567,62809,1.21
2024-05-20,D032,4184,88943,93127,90184,3.26
2024-05-23,D032,3015,73853,76868,73302,4.86
2024-05-24,D032,4637,64670,69307,66341,4.47
2024-06-02,D032,4593,64758,69351,68364,1.44
2024-06-08,D032,4000,54332,58332,57522,1.41
2024-06-09,D032,6327,69778,76105,78978,-3.64
2024-06-09,D032,5331,60345,65676,67548,-2.77
2024-06-23,D032,4517,70014,74531,72156,3.29
2024-06-26,D032,5586,92103,97689,93241,4.77
2024-06-26,D032,4171,86025,90196,86638,4.11
2024-06-28,D032,6253,72770,79023,80904,-2.32
2024-06-29,D032,5626,82259,87885,88040,-0.18
2024-07-01,D032,5254,86607,91861,93603,-1.86
2024-07-07,D032,4951,75855,80806,76417,5.74
2024-07-08,D032,6288,93874,100162,96933,3.33
2024-07-27,D032,6953,85954,92907,92627,0.3
2024-08-01,D032,5341,72736,78077,77663,0.53
2024-08-02,D032,5241,63601,68842,64131,7.35
2024-08-03,D032,5127,70234,75361,75834,-0.62
2024-08-07,D032,3178,92614,95792,94264,1.62
2024-08-07,D032,4846,96491,101337,97316,4.13
2024-08-09,D032,6702,99190,105892,106348,-0.43
2024-08-12,D032,6952,60585,67537,66617,1.38
2024-08-18,D032,3027,57163,60190,60720,-0.87
2024-08-21,D032,3489,91538,95027,94068,1.02
2024-08-27,D032,4986,99116,104102,100423,3.66
2024-09-06,D032,3568,63117,66685,63970,4.24
2024-09-18,D032,3349,67676,71025,72141,-1.55
2024-09-20,D032,5912,98812,104724,106224,-1.41
2024-09-22,D032,3831,76855,80686,80664,0.03
2024-09-22,D032,4481,60093,64574,61269,5.39
2024-09-23,D032,4469,54435,58904,56254,4.71
2024-10-03,D032,3531,59369,62900,59374,5.94
2024-10-06,D032,4139,79006,83145,85834,-3.13
2024-10-11,D032,5568,90385,95953,92113,4.17
2024-10-13,D032,5641,53114,58755,59829,-1.8
2024-10-14,D032,5309,58367,63676,61391,3.72
2024-10-15,D032,4967,74853,79820,76711,4.05
2024-10-25,D032,5386,76871,82257,81993,0.32
2024-10-30,D032,4321,67400,71721,67374,6.45
2024-10-31,D032,3545,71608,75153,76958,-2.35
2024-11-07,D032,5356,67158,72514,68250,6.25
2024-11-11,D032,6948,76578,83526,84835,-1.54
2024-11-12,D032,5573,84892,90465,87323,3.6
2024-11-15,D032,4417,57358,61775,60843,1.53
2024-12-02,D032,3808,91938,95746,96283,-0.56
2024-12-05,D032,4687,56833,61520,60774,1.23
2024-12-07,D032,4686,85777,90463,85657,5.61
2024-12-11,D032,5803,72942,78745,79719,-1.22
2024-12-16,D032,6983,59503,66486,66127,0.54
2024-12-16,D032,3458,98469,101927,97053,5.02
2024-12-23,D032,3761,62511,66272,67993,-2.53
2024-01-01,D033,3818,54868,58686,61674,-4.84
2024-01-01,D033,3203,96888,100091,100527,-0.43
2024-01-01,D033,4771,65284,70055,71844,-2.49
2024-01-02,D033,5272,77424,82696,79832,3.59
2024-01-05,D033,5532,80285,85817,81047,5.89
2024-01-13,D033,6879,66195,73074,72961,0.15
2024-01-16,D033,3492,63737,67229,69098,-2.7
2024-01-18,D033,5160,64586,69746,65346,6.73
2024-01-28,D033,5938,95747,101685,102385,-0.68
2024-01-28,D033,3391,75344,78735,77987,0.96
2024-01-29,D033,3625,74086,77711,80606,-3.59
2024-01-31,D033,3497,57641,61138,58614,4.31
2024-02-03,D033,5283,70942,76225,73878,3.18
2024-02-05,D033,5668,75142,80810,83107,-2.76
2024-02-07,D033,5091,97800,102891,101292,1.58
2024-02-12,D033,4882,78287,83169,85985,-3.27
2024-02-15,D033,5048,71157,76205,71793,6.15
2024-02-18,D033,3657,99852,103509,105429,-1.82
2024-02-27,D033,4116,82959,87075,84961,2.49
2024-02-27,D033,4490,97078,101568,96764,4.96
2024-03-05,D033,5193,58415,63608,61250,3.85
2024-03-06,D033,5188,53577,58765,61577,-4.57
2024-03-08,D033,6255,71033,77288,79893,-3.26
2024-03-08,D033,4196,66363,70559,69645,1.31
2024-03-11,D033,6639,98232,104871,106648,-1.67
2024-03-13,D033,6320,60750,67070,65372,2.6
2024-03-14,D033,5398,99294,104692,102630,2.01
2024-03-16,D033,3493,80383,83876,83283,0.71
2024-03-27,D033,3054,90411,93465,94642,-1.24
2024-03-27,D033,5068,58120,63188,59147,6.83
2024-03-30,D033,4830,66724,71554,70726,1.17
2024-04-09,D033,3188,59180,62368,58335,6.91
2024-04-24,D033,4919,71506,76425,71772,6.48
2024-04-25,D033,3190,60492,63682,65702,-3.07
2024-04-26,D033,6270,65167,71437,73952,-3.4
2024-04-26,D033,3240,71529,74769,72002,3.84
2024-04-27,D033,5853,73710,79563,77653,2.46
2024-04-29,D033,4560,92136,96696,98428,-1.76
2024-05-05,D033,3578,99693,103271,104110,-0.81
2024-05-06,D033,3757,76710,80467,78381,2.66
2024-05-07,D033,5598,85153,90751,90832,-0.09
2024-05-10,D033,5235,77332,82567,79973,3.24
2024-05-10,D033,4293,72443,76736,72779,5.44
2024-05-19,D033,6564,53659,60223,59621,1.01
2024-05-20,D033,4869,87879,92748,88996,4.22
2024-05-20,D033,6217,61688,67905,66496,2.12
2024-05-22,D033,3061,59457,62518,63233,-1.13
2024-05-22,D033,4260,99438,103698,100278,3.41
2024-05-25,D033,3830,51651,55481,57345,-3.25
2024-06-01,D033,5192,84016,89208,89154,0.06
2024-06-02,D033,4711,99904,104615,105146,-0.51
2024-06-09,D033,5844,89236,95080,92251,3.07
2024-06-16,D033,6913,67450,74363,69640,6.78
2024-06-17,D033,5728,73110,78838,79276,-0.55
2024-06-19,D033,4177,92225,96402,93979,2.58
2024-06-24,D033,3459,91914,95373,93808,1.67
2024-06-24,D033,3386,92454,95840,97988,-2.19
2024-06-25,D033,3284,78734,82018,79920,2.63
2024-06-27,D033,6498,88155,94653,89909,5.28
2024-07-20,D033,3935,72431,76366,75029,1.78
2024-07-23,D033,3823,86533,90356,88258,2.38
2024-07-31,D033,5876,50136,56012,57983,-3.4
2024-08-01,D033,3107,98292,101399,103427,-1.96
2024-08-08,D033,4748,53924,58672,61249,-4.21
2024-08-15,D033,3087,71513,74600,73197,1.92
2024-08-17,D033,6178,92703,98881,94325,4.83
2024-09-06,D033,4000,78410,82410,81404,1.24
2024-09-10,D033,3383,81615,84998,80032,6.21
2024-09-16,D033,6305,78506,84811,86480,-1.93
2024-09-17,D033,6561,76854,83415,79254,5.25
2024-09-25,D033,4946,67861,72807,68965,5.57
2024-10-01,D033,5708,88165,93873,93537,0.36
2024-10-02,D033,4705,96219,100924,97424,3.59
2024-10-03,D033,4871,63350,68221,64916,5.09
2024-10-03,D033,4487,71326,75813,74216,2.15
2024-10-04,D033,4649,73790,78439,79259,-1.03
2024-10-06,D033,5058,53400,58458,54279,7.7
2024-10-07,D033,4133,52599,56732,54016,5.03
2024-10-08,D033,5458,67061,72519,69610,4.18
2024-10-12,D033,6002,61595,67597,64951,4.07
2024-10-13,D033,4658,77701,82359,83396,-1.24
2024-10-21,D033,5871,50362,56233,55779,0.81
2024-10-25,D033,5462,55614,61076,56809,7.51
2024-10-28,D033,6642,95317,101959,103038,-1.05
2024-11-02,D033,5747,54677,60424,55452,8.97
2024-11-02,D033,4362,52102,56464,56434,0.05
2024-11-03,D033,6934,61409,68343,65549,4.26
2024-11-12,D033,4134,96413,100547,97577,3.04
2024-11-13,D033,3049,66402,69451,67630,2.69
2024-11-26,D033,4346,76372,80718,76039,6.15
2024-11-26,D033,4551,62625,67176,68547,-2
2024-11-28,D033,5916,79011,84927,86852,-2.22
2024-11-30,D033,5063,93563,98626,99649,-1.03
2024-12-01,D033,3598,58997,62595,57797,8.3
2024-12-17,D033,4362,50925,55287,52768,4.77
2024-12-22,D033,3175,82334,85509,81340,5.13
2024-12-27,D033,6935,51799,58734,57327,2.45
2024-12-29,D033,6678,81097,87775,83085,5.64
2024-01-01,D034,4804,90733,95537,93221,2.48
2024-01-02,D034,3361,67602,70963,73358,-3.26
2024-01-02,D034,5356,82886,88242,89700,-1.63
2024-01-04,D034,3912,67027,70939,69417,2.19
2024-01-11,D034,3521,95838,99359,100039,-0.68
2024-01-19,D034,5078,60872,65950,64831,1.73
2024-01-22,D034,5627,99336,104963,107442,-2.31
2024-01-26,D034,4233,83371,87604,84848,3.25
2024-02-07,D034,4468,74500,78968,81136,-2.67
2024-02-13,D034,6854,67485,74339,72918,1.95
2024-02-19,D034,4533,56318,60851,63550,-4.25
2024-02-24,D034,5670,52711,58381,56528,3.28
2024-02-27,D034,6325,71683,78008,80516,-3.11
2024-03-06,D034,3482,59127,62609,63314,-1.11
2024-03-08,D034,5391,81110,86501,88029,-1.74
2024-03-11,D034,5320,83978,89298,91272,-2.16
2024-03-14,D034,6890,78840,85730,85922,-0.22
2024-03-22,D034,5549,84758,90307,87711,2.96
2024-04-01,D034,5047,97277,102324,103458,-1.1
2024-04-05,D034,3988,59304,63292,59321,6.69
2024-04-11,D034,3493,51667,55160,56523,-2.41
2024-04-15,D034,3886,75003,78889,76465,3.17
2024-04-19,D034,6632,80336,86968,83240,4.48
2024-04-21,D034,4866,71196,76062,71798,5.94
2024-04-22,D034,4067,70607,74674,74751,-0.1
2024-04-24,D034,3616,70358,73974,73707,0.36
2024-05-13,D034,6462,70447,76909,74054,3.86
2024-05-16,D034,4341,64455,68796,67074,2.57
2024-05-18,D034,6867,87855,94722,95576,-0.89
2024-05-19,D034,4679,78931,83610,80762,3.53
2024-05-20,D034,6498,91789,98287,99378,-1.1
2024-05-25,D034,3232,50921,54153,50776,6.65
2024-06-05,D034,6235,82326,88561,85431,3.66
2024-06-06,D034,4763,95972,100735,97466,3.35
2024-06-09,D034,3630,64996,68626,70965,-3.3
2024-06-11,D034,4806,98223,103029,105256,-2.12
2024-06-24,D034,3787,57206,60993,59838,1.93
2024-06-27,D034,4135,72741,76876,76155,0.95
2024-06-28,D034,5856,83746,89602,92085,-2.7
2024-07-01,D034,6711,65588,72299,70887,1.99
2024-07-07,D034,3758,64211,67969,64098,6.04
2024-07-09,D034,4032,57036,61068,62228,-1.86
2024-07-12,D034,5372,54150,59522,57649,3.25
2024-07-16,D034,6569,78716,85285,83876,1.68
2024-07-20,D034,4353,76986,81339,79352,2.5
2024-07-26,D034,4288,86639,90927,92121,-1.3
2024-07-27,D034,4498,52460,56958,53138,7.19
2024-07-27,D034,5995,89097,95092,95876,-0.82
2024-08-03,D034,3775,80499,84274,80857,4.23
2024-08-13,D034,3757,96647,100404,96694,3.84
2024-08-15,D034,3584,73485,77069,77209,-0.18
2024-08-17,D034,4280,50042,54322,50937,6.65
2024-08-23,D034,4508,90972,95480,91403,4.46
2024-08-23,D034,4924,65733,70657,67957,3.97
2024-08-29,D034,3966,50889,54855,51599,6.31
2024-08-30,D034,6216,80353,86569,82321,5.16
2024-09-03,D034,3519,69596,73115,73706,-0.8
2024-09-06,D034,3559,58308,61867,56961,8.61
2024-09-07,D034,5558,79583,85141,87781,-3.01
2024-09-13,D034,5514,86737,92251,91967,0.31
2024-09-18,D034,6436,92032,98468,93783,5
2024-09-19,D034,3364,83038,86402,81761,5.68
2024-09-19,D034,4189,52340,56529,55949,1.04
2024-09-20,D034,5773,73472,79245,82167,-3.56
2024-09-21,D034,6718,72159,78877,74691,5.6
2024-09-21,D034,5837,55208,61045,63358,-3.65
2024-09-22,D034,5392,86618,92010,94321,-2.45
2024-10-06,D034,3510,75499,79009,75588,4.53
2024-10-10,D034,3898,63386,67284,69095,-2.62
2024-10-14,D034,4474,68626,73100,70825,3.21
2024-10-15,D034,3557,59808,63365,61329,3.32
2024-10-17,D034,5530,64309,69839,72606,-3.81
2024-10-21,D034,6522,52951,59473,61235,-2.88
2024-10-24,D034,6009,52589,58598,54422,7.67
2024-10-25,D034,6441,73384,79825,79313,0.65
2024-10-28,D034,4004,93459,97463,95138,2.44
2024-10-30,D034,4490,95959,100449,101163,-0.71
2024-11-05,D034,6102,76425,82527,82352,0.21
2024-11-27,D034,3169,79192,82361,79779,3.24
2024-12-01,D034,4458,77843,82301,84447,-2.54
2024-12-10,D034,6964,91004,97968,93155,5.17
2024-12-13,D034,3165,87211,90376,90480,-0.11
2024-12-21,D034,4762,73707,78469,78640,-0.22
2024-12-25,D034,4152,54959,59111,59430,-0.54
2024-01-02,D035,6872,84635,91507,89558,2.18
2024-01-03,D035,4231,71188,75419,75223,0.26
2024-01-07,D035,5202,76715,81917,81888,0.04
2024-01-22,D035,3342,57207,60549,58257,3.93
2024-01-23,D035,5349,70221,75570,78044,-3.17
2024-01-25,D035,4257,58250,62507,60137,3.94
2024-01-29,D035,3774,88964,92738,88804,4.43
2024-02-02,D035,4459,74832,79291,78162,1.44
2024-02-03,D035,5877,57139,63016,62982,0.05
2024-02-06,D035,3106,82040,85146,80238,6.12
2024-02-08,D035,6803,50306,57109,57034,0.13
2024-02-08,D035,3813,66371,70184,69060,1.63
2024-02-12,D035,3424,58484,61908,59604,3.87
2024-02-16,D035,5886,91381,97267,94668,2.75
2024-02-16,D035,4237,98621,102858,99057,3.84
2024-02-17,D035,6089,61151,67240,64682,3.95
2024-02-17,D035,3398,85398,88796,89350,-0.62
2024-02-17,D035,5271,88914,94185,96814,-2.72
2024-02-25,D035,5667,95528,101195,100828,0.36
2024-02-29,D035,3005,63269,66274,62561,5.94
2024-03-01,D035,4461,67671,72132,72288,-0.22
2024-03-02,D035,5333,63276,68609,68004,0.89
2024-03-03,D035,5291,99688,104979,106354,-1.29
2024-03-09,D035,4411,56544,60955,63318,-3.73
2024-03-15,D035,3977,59318,63295,65999,-4.1
